0, 11.002685, 16.688370, -14.142167, 1.895038
0, 10.526507, 17.975518, -12.931897, 2.020470
0, 10.542820, 16.130436, -14.992844, 1.681727
0, 10.282142, 17.776470, -15.556923, 1.702358
0, 11.372549, 15.272642, -15.178607, 1.420194
0, 10.629335, 16.547788, -15.935863, 1.767708
0, 11.497653, 15.190991, -16.683699, 1.692655
0, 9.917016, 16.942358, -13.617138, 2.085008
0, 11.276644, 18.262181, -15.873582, 1.660774
0, 11.876096, 17.464847, -17.019504, 1.372418
0, 10.012673, 17.643553, -17.220696, 1.377188
0, 10.129057, 15.013636, -15.006404, 1.740502
0, 10.200743, 15.053392, -16.171873, 1.525724
0, 10.572319, 16.826459, -11.721312, 2.109335
0, 9.938733, 18.227602, -11.908663, 1.541499
0, 8.858150, 16.540963, -15.916050, 1.647915
0, 11.835673, 18.591468, -17.294788, 0.923419
0, 9.829892, 18.968606, -16.912028, 1.763222
0, 10.284670, 15.990122, -13.439612, 1.901863
0, 11.491788, 17.023634, -12.588038, 1.267912
0, 11.054055, 14.199380, -16.569410, 1.361724
0, 11.486347, 15.852868, -13.815677, 1.124942
0, 9.092174, 18.192833, -17.982550, 1.385725
0, 9.213946, 15.055747, -16.316790, 1.390794
0, 9.107138, 15.621285, -14.697675, 1.950911
0, 11.403473, 18.638869, -14.239937, 1.273170
0, 10.759079, 13.778992, -14.876627, 1.597271
0, 11.824107, 17.550198, -14.997968, 0.895133
0, 10.883983, 19.787157, -17.723682, 1.692192
0, 9.789506, 19.059333, -15.757640, 1.652313
0, 12.085106, 16.177598, -16.444711, 1.091804
0, 11.166339, 15.513767, -12.316553, 1.195372
0, 11.113769, 14.800074, -14.294292, 1.300756
0, 11.093114, 13.163028, -15.606534, 0.991794
0, 10.481005, 15.901925, -16.914012, 1.540629
0, 10.814686, 14.120769, -13.579363, 1.294250
0, 10.610598, 15.437353, -10.584222, 1.235860
0, 9.368349, 14.319664, -15.517067, 1.708318
0, 9.198847, 16.130431, -10.916460, 2.214428
0, 8.162300, 16.669375, -17.315266, 1.688440
0, 10.869362, 18.429169, -17.771141, 1.349337
0, 10.996612, 17.441947, -18.773975, 1.560667
0, 9.253437, 13.688973, -14.025278, 1.627686
0, 10.198280, 14.382262, -11.046847, 1.200960
0, 9.604083, 17.080542, -15.149206, 1.797512
0, 11.099856, 15.192993, -18.490780, 1.292973
0, 10.203982, 13.655260, -12.051117, 1.231186
0, 8.992867, 14.603620, -12.713571, 1.736962
0, 9.637882, 16.425545, -17.641249, 1.273978
